Date,Close
9/19/2014 16:00:00,24.6
9/22/2014 16:00:00,24.59
9/23/2014 16:00:00,23.77
9/24/2014 16:00:00,23.6
9/25/2014 16:00:00,23.25
9/26/2014 16:00:00,23.49
9/29/2014 16:00:00,23.43
9/30/2014 16:00:00,22.99
10/1/2014 16:00:00,22.91
10/2/2014 16:00:00,23.2
10/3/2014 16:00:00,23.41
10/6/2014 16:00:00,23.22
10/7/2014 16:00:00,22.47
10/8/2014 16:00:00,22.62
10/9/2014 16:00:00,22.3
10/10/2014 16:00:00,21.76
10/13/2014 16:00:00,21.37
10/14/2014 16:00:00,21.67
10/15/2014 16:00:00,22.04
10/16/2014 16:00:00,22.79
10/17/2014 16:00:00,22.2
10/20/2014 16:00:00,22.26
10/21/2014 16:00:00,23.35
10/22/2014 16:00:00,22.44
10/23/2014 16:00:00,23.02
10/24/2014 16:00:00,23.42
10/27/2014 16:00:00,23.59
10/28/2014 16:00:00,24.4
10/29/2014 16:00:00,25.16
10/30/2014 16:00:00,25.42
10/31/2014 16:00:00,25.4
11/3/2014 16:00:00,24.95
11/4/2014 16:00:00,24.52
11/5/2014 16:00:00,24.42
11/6/2014 16:00:00,25.09
11/7/2014 16:00:00,25.72
11/10/2014 16:00:00,25.6
11/11/2014 16:00:00,25.85
11/12/2014 16:00:00,25.82
11/13/2014 16:00:00,25.63
11/14/2014 16:00:00,25.52
11/17/2014 16:00:00,25.38
11/18/2014 16:00:00,25.71
11/19/2014 16:00:00,25.66
11/20/2014 16:00:00,25.64
11/21/2014 16:00:00,25.03
11/24/2014 16:00:00,25.95
11/25/2014 16:00:00,26.34
11/26/2014 16:00:00,26.42
11/28/2014 16:00:00,26.22
12/1/2014 16:00:00,26.43
12/2/2014 16:00:00,26.09
12/3/2014 16:00:00,25.45
12/4/2014 16:00:00,25.71
12/5/2014 16:00:00,25.25
12/8/2014 16:00:00,25.24
12/9/2014 16:00:00,25.03
12/10/2014 16:00:00,24.71
12/11/2014 16:00:00,24.86
12/12/2014 16:00:00,24.91
12/15/2014 16:00:00,24.93
12/16/2014 16:00:00,24.2
12/17/2014 16:00:00,25.4
12/18/2014 16:00:00,25.91
12/19/2014 16:00:00,26.17
12/22/2014 16:00:00,26.48
12/23/2014 16:00:00,26.82
12/24/2014 16:00:00,26.62
12/26/2014 16:00:00,26.39
12/29/2014 16:00:00,26.34
12/30/2014 16:00:00,26.1
12/31/2014 16:00:00,26.18
1/2/2015 16:00:00,25.63
1/5/2015 16:00:00,24.97
1/6/2015 16:00:00,25.17
1/7/2015 16:00:00,25.58
1/8/2015 16:00:00,25.83
1/9/2015 16:00:00,26.87
1/12/2015 16:00:00,27.49
1/13/2015 16:00:00,27.36
1/14/2015 16:00:00,27.44
1/15/2015 16:00:00,27.29
1/16/2015 16:00:00,27.06
1/20/2015 16:00:00,26.99
1/21/2015 16:00:00,27.14
1/22/2015 16:00:00,27.77
1/23/2015 16:00:00,28.3
1/26/2015 16:00:00,28.47
1/27/2015 16:00:00,28.48
1/28/2015 16:00:00,27.59
1/29/2015 16:00:00,28.25
1/30/2015 16:00:00,28.12
2/2/2015 16:00:00,28.28
2/3/2015 16:00:00,29.01
2/4/2015 16:00:00,29.31
2/5/2015 16:00:00,29.43
2/6/2015 16:00:00,29.42
2/9/2015 16:00:00,29.98
2/10/2015 16:00:00,30.18
2/11/2015 16:00:00,30.29
2/12/2015 16:00:00,30.39
2/13/2015 16:00:00,30.62
2/17/2015 16:00:00,30.9
2/18/2015 16:00:00,31.52
2/19/2015 16:00:00,32.48
2/20/2015 16:00:00,32.61
2/23/2015 16:00:00,32.69
2/24/2015 16:00:00,32.94
2/25/2015 16:00:00,32.98
2/26/2015 16:00:00,33.63
2/27/2015 16:00:00,34.38
3/2/2015 16:00:00,35.24
3/3/2015 16:00:00,34.86
3/4/2015 16:00:00,35.05
3/5/2015 16:00:00,34.87
3/6/2015 16:00:00,33.96
3/9/2015 16:00:00,34.88
3/10/2015 16:00:00,33.8
3/11/2015 16:00:00,34.5
3/12/2015 16:00:00,34.32
3/13/2015 16:00:00,34.9
3/16/2015 16:00:00,35.16
3/17/2015 16:00:00,35.14
3/18/2015 16:00:00,35.32
3/19/2015 16:00:00,35.45
3/20/2015 16:00:00,35.68
3/23/2015 16:00:00,35.86
3/24/2015 16:00:00,34.95
3/25/2015 16:00:00,34.51
3/26/2015 16:00:00,34.63
3/27/2015 16:00:00,34.95
3/30/2015 16:00:00,35.52
3/31/2015 16:00:00,35.49
4/1/2015 16:00:00,34.76
4/2/2015 16:00:00,35.18
4/6/2015 16:00:00,35.38
4/7/2015 16:00:00,34.71
4/8/2015 16:00:00,35.2
4/9/2015 16:00:00,34.25
4/10/2015 16:00:00,34.1
4/13/2015 16:00:00,33.44
4/14/2015 16:00:00,33.69
4/15/2015 16:00:00,33.91
4/16/2015 16:00:00,33.36
4/17/2015 16:00:00,32.8
4/20/2015 16:00:00,33.69
4/21/2015 16:00:00,33.37
4/22/2015 16:00:00,32.9
4/23/2015 16:00:00,32.97
4/24/2015 16:00:00,32.87
4/27/2015 16:00:00,32.04
4/28/2015 16:00:00,32.38
4/29/2015 16:00:00,32.5
4/30/2015 16:00:00,30.06
5/1/2015 16:00:00,30.75
5/4/2015 16:00:00,30.49
5/5/2015 16:00:00,29.97
5/6/2015 16:00:00,29.54
5/7/2015 16:00:00,29.83
5/8/2015 16:00:00,29.66
5/11/2015 16:00:00,29.97
5/12/2015 16:00:00,29.01
5/13/2015 16:00:00,29.39
5/14/2015 16:00:00,29.46
5/15/2015 16:00:00,29.11
5/18/2015 16:00:00,29.9
5/19/2015 16:00:00,29.4
5/20/2015 16:00:00,29.46
5/21/2015 16:00:00,29.37
5/22/2015 16:00:00,29.6
5/26/2015 16:00:00,29.52
5/27/2015 16:00:00,29.26
5/28/2015 16:00:00,29.25
5/29/2015 16:00:00,28.91
6/1/2015 16:00:00,28
6/2/2015 16:00:00,27.87
6/3/2015 16:00:00,28.44
6/4/2015 16:00:00,28.24
6/5/2015 16:00:00,28.83
6/8/2015 16:00:00,28.39
6/9/2015 16:00:00,28.51
6/10/2015 16:00:00,28.22
6/11/2015 16:00:00,28.57
6/12/2015 16:00:00,28.47
6/15/2015 16:00:00,28.87
6/16/2015 16:00:00,28.47
6/17/2015 16:00:00,28.01
6/18/2015 16:00:00,29.58
6/19/2015 16:00:00,30.1
6/22/2015 16:00:00,30.55
6/23/2015 16:00:00,30.42
6/24/2015 16:00:00,30.13
6/25/2015 16:00:00,30.28
6/26/2015 16:00:00,31.64
6/29/2015 16:00:00,30.44
6/30/2015 16:00:00,30.68
7/1/2015 16:00:00,30.38
7/2/2015 16:00:00,30.78
7/6/2015 16:00:00,30.61
7/7/2015 16:00:00,30.85
7/8/2015 16:00:00,30.47
7/9/2015 16:00:00,30.63
7/10/2015 16:00:00,31.35
7/13/2015 16:00:00,31.84
7/14/2015 16:00:00,32.64
7/15/2015 16:00:00,32.5
7/16/2015 16:00:00,32.61
7/17/2015 16:00:00,32.82
7/20/2015 16:00:00,32.9
7/21/2015 16:00:00,31.89
7/22/2015 16:00:00,32.33
7/23/2015 16:00:00,32.21
7/24/2015 16:00:00,31.05
7/27/2015 16:00:00,30.75
7/28/2015 16:00:00,29.93
7/29/2015 16:00:00,30.43
7/30/2015 16:00:00,31.69
7/31/2015 16:00:00,32.25
8/3/2015 16:00:00,32.17
8/4/2015 16:00:00,31.59
8/5/2015 16:00:00,30.56
8/6/2015 16:00:00,29.47
8/7/2015 16:00:00,29.59
8/10/2015 16:00:00,29.7
8/11/2015 16:00:00,28.28
8/12/2015 16:00:00,28.36
8/13/2015 16:00:00,29.07
8/14/2015 16:00:00,29.46
8/17/2015 16:00:00,30.76
8/18/2015 16:00:00,30.59
8/19/2015 16:00:00,31
8/20/2015 16:00:00,29.8
8/21/2015 16:00:00,29.27
8/24/2015 16:00:00,28
8/25/2015 16:00:00,28.46
8/26/2015 16:00:00,28.77
8/27/2015 16:00:00,28.86
8/28/2015 16:00:00,29.01
8/31/2015 16:00:00,28.98
9/1/2015 16:00:00,27.71
9/2/2015 16:00:00,27.9
9/3/2015 16:00:00,27.43
9/4/2015 16:00:00,27.71
9/8/2015 16:00:00,27.91
9/9/2015 16:00:00,27.16
9/10/2015 16:00:00,27.13
9/11/2015 16:00:00,26.93
9/14/2015 16:00:00,26.94
9/15/2015 16:00:00,27.12
9/16/2015 16:00:00,27.18
9/17/2015 16:00:00,27.61
9/18/2015 16:00:00,27.99
9/21/2015 16:00:00,27.19
9/22/2015 16:00:00,25.87
9/23/2015 16:00:00,25.19
9/24/2015 16:00:00,25.62
9/25/2015 16:00:00,25.49
9/28/2015 16:00:00,24.46
9/29/2015 16:00:00,24.27
9/30/2015 16:00:00,25.19
10/1/2015 16:00:00,24.89
10/2/2015 16:00:00,25.21
10/5/2015 16:00:00,25.7
10/6/2015 16:00:00,26.18
10/7/2015 16:00:00,26.75
10/8/2015 16:00:00,27.33
10/9/2015 16:00:00,27.21
10/12/2015 16:00:00,27.34
10/13/2015 16:00:00,27.17
10/14/2015 16:00:00,26.98
10/15/2015 16:00:00,27.16
10/16/2015 16:00:00,26.82
10/19/2015 16:00:00,27.2
10/20/2015 16:00:00,26.44
10/21/2015 16:00:00,25.49
10/22/2015 16:00:00,26
10/23/2015 16:00:00,26.68
10/26/2015 16:00:00,26.59
10/27/2015 16:00:00,26.21
10/28/2015 16:00:00,27.39
10/29/2015 16:00:00,27.32
10/30/2015 16:00:00,27.37
11/2/2015 16:00:00,27.5
11/3/2015 16:00:00,26.52
11/4/2015 16:00:00,25.84
11/5/2015 16:00:00,26.38
11/6/2015 16:00:00,27.08
11/9/2015 16:00:00,26.76
11/10/2015 16:00:00,27.3
11/11/2015 16:00:00,27.08
11/12/2015 16:00:00,26.66
11/13/2015 16:00:00,26.26
11/16/2015 16:00:00,26.14
11/17/2015 16:00:00,25.9
11/18/2015 16:00:00,26.15
11/19/2015 16:00:00,25.66
11/20/2015 16:00:00,25.55
11/23/2015 16:00:00,25.12
11/24/2015 16:00:00,24.88
11/25/2015 16:00:00,25.26
11/27/2015 16:00:00,25.05
11/30/2015 16:00:00,25.41
12/1/2015 16:00:00,25.44
12/2/2015 16:00:00,24.85
12/3/2015 16:00:00,24.6
12/4/2015 16:00:00,23.74
12/7/2015 16:00:00,23.39
12/8/2015 16:00:00,23.57
12/9/2015 16:00:00,23.09
12/10/2015 16:00:00,23.58
12/11/2015 16:00:00,23.08
12/14/2015 16:00:00,22.91
12/15/2015 16:00:00,24.13
12/16/2015 16:00:00,25.4
12/17/2015 16:00:00,25.14
12/18/2015 16:00:00,24.78
12/21/2015 16:00:00,24.14
12/22/2015 16:00:00,24.57
12/23/2015 16:00:00,23.48
12/24/2015 16:00:00,23.25
12/28/2015 16:00:00,23.03
12/29/2015 16:00:00,23.44
12/30/2015 16:00:00,23.66
12/31/2015 16:00:00,24
1/4/2016 16:00:00,23.17
1/5/2016 16:00:00,23.44
1/6/2016 16:00:00,23.2
1/7/2016 16:00:00,22.62
1/8/2016 16:00:00,22.38
1/11/2016 16:00:00,22.29
1/12/2016 16:00:00,22.36
1/13/2016 16:00:00,21.82
1/14/2016 16:00:00,21.57
1/15/2016 16:00:00,20.95
1/19/2016 16:00:00,20.91
1/20/2016 16:00:00,20.26
1/21/2016 16:00:00,20.14
1/22/2016 16:00:00,20.2
1/25/2016 16:00:00,20.09
1/26/2016 16:00:00,21.84
1/27/2016 16:00:00,20.92
1/28/2016 16:00:00,20.74
1/29/2016 16:00:00,21.8
2/1/2016 16:00:00,21.32
2/2/2016 16:00:00,20.85
2/3/2016 16:00:00,21.03
2/4/2016 16:00:00,21.61
2/5/2016 16:00:00,20.27
2/8/2016 16:00:00,20.25
2/9/2016 16:00:00,20.06
2/10/2016 16:00:00,20.09
2/11/2016 16:00:00,20.76
2/12/2016 16:00:00,20.46
2/16/2016 16:00:00,22.43
2/17/2016 16:00:00,21.72
2/18/2016 16:00:00,21.69
2/19/2016 16:00:00,21.87
2/22/2016 16:00:00,22.28
2/23/2016 16:00:00,22.04
2/24/2016 16:00:00,22.55
2/25/2016 16:00:00,22.47
2/26/2016 16:00:00,23.3
2/29/2016 16:00:00,24.03
3/1/2016 16:00:00,24.88
3/2/2016 16:00:00,25.35
3/3/2016 16:00:00,25.7
3/4/2016 16:00:00,27.02
3/7/2016 16:00:00,28.68
3/8/2016 16:00:00,28.39
3/9/2016 16:00:00,28.44
3/10/2016 16:00:00,28.95
3/11/2016 16:00:00,29.54
3/14/2016 16:00:00,29.39
3/15/2016 16:00:00,28.88
3/16/2016 16:00:00,29
3/17/2016 16:00:00,28.98
3/18/2016 16:00:00,29.41
3/21/2016 16:00:00,28.85
3/22/2016 16:00:00,28.35
3/23/2016 16:00:00,27.97
3/24/2016 16:00:00,28.06
3/28/2016 16:00:00,28.73
3/29/2016 16:00:00,28.95
3/30/2016 16:00:00,28.36
3/31/2016 16:00:00,27.99
4/1/2016 16:00:00,28.64
4/4/2016 16:00:00,27.83
4/5/2016 16:00:00,27.52
4/6/2016 16:00:00,28.12
4/7/2016 16:00:00,27.3
4/8/2016 16:00:00,27.36
4/11/2016 16:00:00,26.95
4/12/2016 16:00:00,27.39
4/13/2016 16:00:00,28.16
4/14/2016 16:00:00,27.86
4/15/2016 16:00:00,27.57
4/18/2016 16:00:00,28.22
4/19/2016 16:00:00,27.75
4/20/2016 16:00:00,27.77
4/21/2016 16:00:00,27.46
4/22/2016 16:00:00,27.46
4/25/2016 16:00:00,26.99
4/26/2016 16:00:00,27.42
4/27/2016 16:00:00,28.01
4/28/2016 16:00:00,28.23
4/29/2016 16:00:00,28.18
5/2/2016 16:00:00,28.89
5/3/2016 16:00:00,28.53
5/4/2016 16:00:00,28.76
5/5/2016 16:00:00,28.87
5/6/2016 16:00:00,29.15
5/9/2016 16:00:00,29.15
5/10/2016 16:00:00,29.93
5/11/2016 16:00:00,29.65
5/12/2016 16:00:00,29.23
5/13/2016 16:00:00,29.31
5/16/2016 16:00:00,29.33
5/17/2016 16:00:00,29.31
5/18/2016 16:00:00,28.9
5/19/2016 16:00:00,28.03
5/20/2016 16:00:00,28.23
5/23/2016 16:00:00,28.15
5/24/2016 16:00:00,28.66
5/25/2016 16:00:00,28.48
5/26/2016 16:00:00,28.53
5/27/2016 16:00:00,29.12
5/31/2016 16:00:00,28.74
6/1/2016 16:00:00,28.93
6/2/2016 16:00:00,28.99
6/3/2016 16:00:00,28.58
6/6/2016 16:00:00,28.19
6/7/2016 16:00:00,27.91
6/8/2016 16:00:00,27.9
6/9/2016 16:00:00,27.82
6/10/2016 16:00:00,26.94
6/13/2016 16:00:00,26.53
6/14/2016 16:00:00,26.58
6/15/2016 16:00:00,26.86
6/16/2016 16:00:00,27.23
6/17/2016 16:00:00,27.05
6/20/2016 16:00:00,27.4
6/21/2016 16:00:00,27.1
6/22/2016 16:00:00,26.93
6/23/2016 16:00:00,27.24
6/24/2016 16:00:00,26.94
6/27/2016 16:00:00,26.02
6/28/2016 16:00:00,26.51
6/29/2016 16:00:00,27.42
6/30/2016 16:00:00,27.61
7/1/2016 16:00:00,28.19
7/5/2016 16:00:00,27.41
7/6/2016 16:00:00,27.11
7/7/2016 16:00:00,27.59
7/8/2016 16:00:00,27.59
7/11/2016 16:00:00,27.77
7/12/2016 16:00:00,29.8
7/13/2016 16:00:00,30.63
7/14/2016 16:00:00,30.6
7/15/2016 16:00:00,30.63
7/18/2016 16:00:00,30.56
7/19/2016 16:00:00,30.49
7/20/2016 16:00:00,30.06
7/21/2016 16:00:00,30.08
7/22/2016 16:00:00,30.6
7/25/2016 16:00:00,29.92
7/26/2016 16:00:00,29.94
7/27/2016 16:00:00,29.26
7/28/2016 16:00:00,29.53
7/29/2016 16:00:00,29.42
8/1/2016 16:00:00,28.46
8/2/2016 16:00:00,27.83
8/3/2016 16:00:00,28.23
8/4/2016 16:00:00,28.66
8/5/2016 16:00:00,29.03
8/8/2016 16:00:00,28.92
8/9/2016 16:00:00,28.87
8/10/2016 16:00:00,29.4
8/11/2016 16:00:00,29.65
8/12/2016 16:00:00,29.8
8/15/2016 16:00:00,29.71
8/16/2016 16:00:00,29.75
8/17/2016 16:00:00,29.66
8/18/2016 16:00:00,30.09
8/19/2016 16:00:00,29.91
8/22/2016 16:00:00,29.66
8/23/2016 16:00:00,29.75
8/24/2016 16:00:00,30.1
8/25/2016 16:00:00,30.16
8/26/2016 16:00:00,29.63
8/29/2016 16:00:00,29.79
8/30/2016 16:00:00,29.82
8/31/2016 16:00:00,30.41
9/1/2016 16:00:00,30.51
9/2/2016 16:00:00,30.5
9/6/2016 16:00:00,30.53
9/7/2016 16:00:00,30.99
9/8/2016 16:00:00,30.83
9/9/2016 16:00:00,30.3
9/12/2016 16:00:00,31
9/13/2016 16:00:00,30.95
9/14/2016 16:00:00,31
9/15/2016 16:00:00,31.61
9/16/2016 16:00:00,31.91
9/19/2016 16:00:00,31.84
9/20/2016 16:00:00,31.77
9/21/2016 16:00:00,31.5
9/22/2016 16:00:00,31.66
9/23/2016 16:00:00,31.33
9/26/2016 16:00:00,30.63
9/27/2016 16:00:00,31.32
9/28/2016 16:00:00,31.31
9/29/2016 16:00:00,30.8
9/30/2016 16:00:00,31.09
10/3/2016 16:00:00,32.22
10/4/2016 16:00:00,31.63
10/5/2016 16:00:00,31.94
10/6/2016 16:00:00,32.46
10/7/2016 16:00:00,32.24
10/10/2016 16:00:00,32.3
10/11/2016 16:00:00,31.5
10/12/2016 16:00:00,31.9
10/13/2016 16:00:00,31.35
10/14/2016 16:00:00,31.75
10/17/2016 16:00:00,31.55
10/18/2016 16:00:00,31.6
10/19/2016 16:00:00,31.55
10/20/2016 16:00:00,31.6
10/21/2016 16:00:00,31.8
10/24/2016 16:00:00,32.1
10/25/2016 16:00:00,31.6
10/26/2016 16:00:00,31.7
10/27/2016 16:00:00,31.45
10/28/2016 16:00:00,31.35
10/31/2016 16:00:00,31.45
11/1/2016 16:00:00,30.7
11/2/2016 16:00:00,30.6
11/3/2016 16:00:00,30.8
11/4/2016 16:00:00,31.3
11/7/2016 16:00:00,32.1
11/8/2016 16:00:00,32.25
11/9/2016 16:00:00,33.4
11/10/2016 16:00:00,33.4
11/11/2016 16:00:00,34.5
11/14/2016 16:00:00,34.5
11/15/2016 16:00:00,34.55
11/16/2016 16:00:00,34.5
11/17/2016 16:00:00,35.5
11/18/2016 16:00:00,35.05
11/21/2016 16:00:00,34.75
11/22/2016 16:00:00,34.7
11/23/2016 16:00:00,34.9
11/25/2016 16:00:00,34.95
11/28/2016 16:00:00,33.9
11/29/2016 16:00:00,34.55
11/30/2016 16:00:00,33.95
12/1/2016 16:00:00,33.5
12/2/2016 16:00:00,32.25
12/5/2016 16:00:00,33.1
12/6/2016 16:00:00,33.8
12/7/2016 16:00:00,32.65
12/8/2016 16:00:00,32.1
12/9/2016 16:00:00,32.6
12/12/2016 16:00:00,32.35
12/13/2016 16:00:00,32
12/14/2016 16:00:00,31.75
12/15/2016 16:00:00,32
12/16/2016 16:00:00,31.9
12/19/2016 16:00:00,33.2
12/20/2016 16:00:00,33.45
12/21/2016 16:00:00,34.7
12/22/2016 16:00:00,35.1
12/23/2016 16:00:00,35.3
12/27/2016 16:00:00,35.45
12/28/2016 16:00:00,34.55
12/29/2016 16:00:00,34.2
12/30/2016 16:00:00,33.65
1/3/2017 16:00:00,34.75
1/4/2017 16:00:00,34.2
1/5/2017 16:00:00,34
1/6/2017 16:00:00,33.8
1/9/2017 16:00:00,33.3
1/10/2017 16:00:00,34.15
1/11/2017 16:00:00,34.3
1/12/2017 16:00:00,34
1/13/2017 16:00:00,34.25
1/17/2017 16:00:00,33.9
1/18/2017 16:00:00,33.8
1/19/2017 16:00:00,33.9
1/20/2017 16:00:00,34.3
1/23/2017 16:00:00,34.1
1/24/2017 16:00:00,34.3
1/25/2017 16:00:00,34.15
1/26/2017 16:00:00,34.25
1/27/2017 16:00:00,34
1/30/2017 16:00:00,34.15
1/31/2017 16:00:00,33.75
2/1/2017 16:00:00,33
2/2/2017 16:00:00,33.05
2/3/2017 16:00:00,32.9
2/6/2017 16:00:00,32.65
2/7/2017 16:00:00,32.5
2/8/2017 16:00:00,31.05
2/9/2017 16:00:00,31
2/10/2017 16:00:00,31.35
2/13/2017 16:00:00,31.35
2/14/2017 16:00:00,31.4
2/15/2017 16:00:00,31.5
2/16/2017 16:00:00,31.25
2/17/2017 16:00:00,31.2
2/21/2017 16:00:00,30.85
2/22/2017 16:00:00,31.35
2/23/2017 16:00:00,31.35
2/24/2017 16:00:00,31.4
2/27/2017 16:00:00,31.45
2/28/2017 16:00:00,31.35
3/1/2017 16:00:00,30.4
3/2/2017 16:00:00,29.75
3/3/2017 16:00:00,29.4
3/6/2017 16:00:00,29.3
3/7/2017 16:00:00,29.45
3/8/2017 16:00:00,29.55
3/9/2017 16:00:00,29.55
3/10/2017 16:00:00,30.15
3/13/2017 16:00:00,30.4
3/14/2017 16:00:00,30.55
3/15/2017 16:00:00,30.1
3/16/2017 16:00:00,30.2
3/17/2017 16:00:00,30.6
3/20/2017 16:00:00,30.6
3/21/2017 16:00:00,30.15
3/22/2017 16:00:00,30.3
3/23/2017 16:00:00,30.2
3/24/2017 16:00:00,30.85
3/27/2017 16:00:00,30.8
3/28/2017 16:00:00,30.55
3/29/2017 16:00:00,30.95
3/30/2017 16:00:00,31.15
3/31/2017 16:00:00,31.45
4/3/2017 16:00:00,31.85
4/4/2017 16:00:00,31.55
4/5/2017 16:00:00,31
4/6/2017 16:00:00,30.8
4/7/2017 16:00:00,30.35
4/10/2017 16:00:00,30.65
4/11/2017 16:00:00,30.7
